revision,Meta Class,Meta Concept,Meta Description,envisionName,nwName,format,flags,nullTokens,failureKey,failureMapping,ecsName,Proposed,nbOccurrences,shortMeta,name_noDot, old ecsType,extra ecs
1,Reserved,Feed Description,"This is used to capture the description of the feed. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",feed_desc,feed.desc,Text,None,,,,rsa.internal.feed_desc,,1,internal,feed_desc,keyword
1,Reserved,Feed Name,"This is used to capture the name of the feed. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",feed_name,feed.name,Text,None,,,,rsa.internal.feed_name,,1,internal,feed_name,keyword
1,File,Filename Destination,This is used to capture name of the file targeted by the action,filename_dst,filename.dst,Text,None,,,,rsa.file.filename_dst,,1,file,filename_dst,keyword
1,File,Filename Source,"This is used to capture name of the parent filename, the file which performed the action",filename_src,filename.src,Text,None,,,,rsa.file.filename_src,,1,file,filename_src,keyword
1,Miscellaneous,Filter Result,This key captures the Filter Result,fresult,fresult,Int32,Transient,,,,rsa.misc.fresult,,1,misc,fresult,integer
1,Healthcare,Full Name,"This key is for Full Names only, this is used for Healthcare predominantly to capture Patients information",patient_fullname,fullname,Text,Transient,,,,user.full_name,,1,healthcare,fullname,keyword
1,Network,IP Protocol,"This key should be used to capture the Protocol number, all the protocol nubers are converted into string in UI",ip_proto,ip.proto,UInt8,None,(null)|-,protocol,protocol,rsa.network.ip_proto,,1,network,ip_proto,integer
1,Physical,Destination Latitude,This is used to capture the destination Latitude based on the GEOPIP Maxmind database.,latdec_dst,latdec.dst,Float32,None,,,,destination.geo.location.lat,,1,physical,latdec_dst,float
1,Physical,Source Latitude,This is used to capture the source Latitude based on the GEOPIP Maxmind database.,latdec_src,latdec.src,Float32,None,,,,source.geo.location.lat,,1,physical,latdec_src,float
1,Identity,Description of Logon Type,This key is used to capture the textual description of an integer logon type as stored in the meta key 'logon.type'.,logon_type_desc,logon.type.desc,Text,None,,,,rsa.identity.logon_type_desc,,1,identity,logon_type_desc,keyword
1,Physical,Source Longitude,This is used to capture the source Longitude based on the GEOPIP Maxmind database.,longdec_src,longdec.src,Float32,None,,,,source.geo.location.lon,,1,physical,longdec_src,float
1,Identity,Middle name of a Person,"This key is for Middle Names only, this is used for Healthcare predominantly to capture Patients information",user_mname,middlename,Text,Transient,,,,rsa.identity.middlename,,1,identity,middlename,keyword
1,Physical,Destination Organization,This is used to capture the destination organization based on the GEOPIP Maxmind database.,org_dst,org.dst,Text,None,,,,rsa.physical.org_dst,,1,physical,org_dst,keyword
1,,Originating IP Address,"Deprecated, use ip.orig, ipv6.orig or host.orig based on value type",orig_ip,orig_ip,IPv4,None,,,,network.forwarded_ip,,1,network,orig_ip,ip
1,Identity,Password,"This key is for Passwords seen in any session, plain text or encrypted",password,password,Text,Transient,,,,rsa.identity.password,,1,identity,password,keyword
1,Healthcare,Patient's First Name,"This key is for First Names only, this is used for Healthcare predominantly to capture Patients information",patient_fname,patient.fname,Text,Transient,,,,rsa.healthcare.patient_fname,,1,healthcare,patient_fname,keyword
1,Healthcare,Patient Identifier,This key captures the unique ID for a patient,patient_id,patient.id,Text,Transient,,,,rsa.healthcare.patient_id,,1,healthcare,patient_id,keyword
1,Healthcare,Patient's Last Name,"This key is for Last Names only, this is used for Healthcare predominantly to capture Patients information",patient_lname,patient.lname,Text,Transient,,,,rsa.healthcare.patient_lname,,1,healthcare,patient_lname,keyword
1,Healthcare,Patient's Middle Name,"This key is for Middle Names only, this is used for Healthcare predominantly to capture Patients information",patient_mname,patient.mname,Text,Transient,,,,rsa.healthcare.patient_mname,,1,healthcare,patient_mname,keyword
1,Miscellaneous,Payload Destination,This key is used to capture destination payload,dst_payload,payload.dst,Text,Transient,,,,rsa.misc.payload_dst,,1,misc,payload_dst,keyword
1,Miscellaneous,Payload Source,This key is used to capture source payload,src_payload,payload.src,Text,Transient,,,,rsa.misc.payload_src,,1,misc,payload_src,keyword
1,Miscellaneous,Pool ID,This key captures the identifier (typically numeric field) of a resource pool,pool_id,pool.id,Text,Transient,,,,rsa.misc.pool_id,,1,misc,pool_id,keyword
1,Database,Physical Reads,This key is used for the number of physical writes,pread,pread,Int32,Transient,(null),,,rsa.db.pread,,1,db,pread,integer
1,Miscellaneous,Process ID Value,This key is a failure key for Process ID when it is not an integer value,process_id_val,process.id.val,Text,Transient,,,,rsa.misc.process_id_val,,1,misc,process_id_val,keyword
1,Miscellaneous,Risk Number Community,This key captures Risk Number Community,risk_num_comm,risk.num.comm,Float32,None,N/R,,,rsa.misc.risk_num_comm,,1,misc,risk_num_comm,float
1,Miscellaneous,Risk Number NextGen,This key captures Risk Number NextGen,risk_num_next,risk.num.next,Float32,None,N/R,,,rsa.misc.risk_num_next,,1,misc,risk_num_next,float
1,Miscellaneous,Risk Number SandBox,This key captures Risk Number SandBox,risk_num_sand,risk.num.sand,Float32,None,N/R,,,rsa.misc.risk_num_sand,,1,misc,risk_num_sand,float
1,Miscellaneous,Risk Number Static,This key captures Risk Number Static,risk_num_static,risk.num.static,Float32,None,N/R,,,rsa.misc.risk_num_static,,1,misc,risk_num_static,float
1,,Risk: Suspicious,"Deprecated, use New Hunting Model (inv.*, ioc, boc, eoc, analysis.*)",risk_suspicious,risk.suspicious,Text,None,,,,rsa.misc.risk_suspicious,,1,misc,risk_suspicious,keyword
1,,Risk: Warning,"Deprecated, use New Hunting Model (inv.*, ioc, boc, eoc, analysis.*)",risk_warning,risk.warning,Text,None,,,,rsa.misc.risk_warning,,1,misc,risk_warning,keyword
1,,,,service.name,service.name,Text,None,,,,service.name,,1,network,service_name,keyword
1,Miscellaneous,SNMP OID,SNMP Object Identifier,snmp.oid,snmp.oid,Text,Transient,,,,rsa.misc.snmp_oid,,1,misc,snmp_oid,keyword
1,Miscellaneous,SQL Query,This key captures the SQL query,sql,sql,Text,Transient,,,,rsa.misc.sql,,1,misc,sql,keyword
1,,SSL Destination Version,"Deprecated, use version",d_sslver,ssl.ver.dst,Text,Transient,,,,rsa.crypto.ssl_ver_dst,,1,crypto,ssl_ver_dst,keyword
1,Threat,Threat Source,This key is used to capture source of the threat,threat_source,threat.source,Text,None,,,,rsa.threat.threat_source,,1,threat,threat_source,keyword
1,,,Deprecated key defined only in table map.,url_raw,url.raw,Text,Transient,,,,url.original,,1,web,url_raw,keyword
1,Identity,User Unique ID/Logon ID,This key is used to capture Unique identifier for an account.,user.id,user.id,Text,None,,,,user.id,,1,identity,user_id,keyword
1,Miscellaneous,Vulnerability Reference,This key captures the Vulnerability Reference details,vuln_ref,vuln.ref,Text,Transient,,,,rsa.misc.vuln_ref,,1,misc,vuln_ref,keyword
1,,,,acl_id,,,,,,,rsa.misc.acl_id,,1,misc,acl_id,keyword
1,,,,acl_op,,,,,,,rsa.misc.acl_op,,1,misc,acl_op,keyword
1,,,,acl_pos,,,,,,,rsa.misc.acl_pos,,1,misc,acl_pos,keyword
1,,,,acl_table,,,,,,,rsa.misc.acl_table,,1,misc,acl_table,keyword
1,,,,admin,,,,,,,rsa.misc.admin,,1,misc,admin,keyword
1,,,,alarm_id,,,,,,,rsa.misc.alarm_id,,1,misc,alarm_id,keyword
1,,,,alarmname,,,,,,,rsa.misc.alarmname,,1,misc,alarmname,keyword
1,,,,app_id,,,,,,,rsa.misc.app_id,,1,misc,app_id,keyword
1,,,,audit,,,,,,,rsa.misc.audit,,1,misc,audit,keyword
1,,,,audit_object,,,,,,,rsa.misc.audit_object,,1,misc,audit_object,keyword
1,,,,auditdata,,,,,,,rsa.misc.auditdata,,1,misc,auditdata,keyword
1,,,,benchmark,,,,,,,rsa.misc.benchmark,,1,misc,benchmark,keyword
1,,,,bypass,,,,,,,rsa.misc.bypass,,1,misc,bypass,keyword
1,,,,c_logon_id,,,,,,,user.id,,1,identity,c_logon_id,keyword
1,,,,cache,,,,,,,rsa.misc.cache,,1,misc,cache,keyword
1,,,,cache_hit,,,,,,,rsa.misc.cache_hit,,1,misc,cache_hit,keyword
1,,,,cefversion,,,,,,,rsa.misc.cefversion,,1,misc,cefversion,keyword
1,,,,cert_keysize,,,,,,,rsa.crypto.cert_keysize,,1,crypto,cert_keysize,keyword
1,,,,cert_username,,,,,,,rsa.crypto.cert_username,,1,crypto,cert_username,keyword
1,,,,cfg.attr,,,,,,,rsa.misc.cfg_attr,,1,misc,cfg_attr,keyword
1,,,,cfg.obj,,,,,,,rsa.misc.cfg_obj,,1,misc,cfg_obj,keyword
1,,,,cfg.path,,,,,,,rsa.misc.cfg_path,,1,misc,cfg_path,keyword
1,,,,changes,,,,,,,rsa.misc.changes,,1,misc,changes,keyword
1,,,,client,,,,,,,rsa.misc.client,,1,misc,client,keyword
1,,,,client_ip,,,,,,,rsa.misc.client_ip,,1,misc,client_ip,keyword
1,,,,clustermembers,,,,,,,rsa.misc.clustermembers,,1,misc,clustermembers,keyword
1,,,,cn_acttimeout,,,,,,,rsa.misc.cn_acttimeout,,1,misc,cn_acttimeout,keyword
1,,,,cn_asn_src,,,,,,,rsa.misc.cn_asn_src,,1,misc,cn_asn_src,keyword
1,,,,cn_bgpv4nxthop,,,,,,,rsa.misc.cn_bgpv4nxthop,,1,misc,cn_bgpv4nxthop,keyword
1,,,,cn_ctr_dst_code,,,,,,,rsa.misc.cn_ctr_dst_code,,1,misc,cn_ctr_dst_code,keyword
1,,,,cn_dst_tos,,,,,,,rsa.misc.cn_dst_tos,,1,misc,cn_dst_tos,keyword
1,,,,cn_dst_vlan,,,,,,,rsa.misc.cn_dst_vlan,,1,misc,cn_dst_vlan,keyword
1,,,,cn_engine_id,,,,,,,rsa.misc.cn_engine_id,,1,misc,cn_engine_id,keyword
1,,,,cn_engine_type,,,,,,,rsa.misc.cn_engine_type,,1,misc,cn_engine_type,keyword
1,,,,cn_f_switch,,,,,,,rsa.misc.cn_f_switch,,1,misc,cn_f_switch,keyword
1,,,,cn_flowsampid,,,,,,,rsa.misc.cn_flowsampid,,1,misc,cn_flowsampid,keyword
1,,,,cn_flowsampintv,,,,,,,rsa.misc.cn_flowsampintv,,1,misc,cn_flowsampintv,keyword
1,,,,cn_flowsampmode,,,,,,,rsa.misc.cn_flowsampmode,,1,misc,cn_flowsampmode,keyword
1,,,,cn_inacttimeout,,,,,,,rsa.misc.cn_inacttimeout,,1,misc,cn_inacttimeout,keyword
1,,,,cn_inpermbyts,,,,,,,rsa.misc.cn_inpermbyts,,1,misc,cn_inpermbyts,keyword
1,,,,cn_inpermpckts,,,,,,,rsa.misc.cn_inpermpckts,,1,misc,cn_inpermpckts,keyword
1,,,,cn_invalid,,,,,,,rsa.misc.cn_invalid,,1,misc,cn_invalid,keyword
1,,,,cn_ip_proto_ver,,,,,,,rsa.misc.cn_ip_proto_ver,,1,misc,cn_ip_proto_ver,keyword
1,,,,cn_ipv4_ident,,,,,,,rsa.misc.cn_ipv4_ident,,1,misc,cn_ipv4_ident,keyword
1,,,,cn_l_switch,,,,,,,rsa.misc.cn_l_switch,,1,misc,cn_l_switch,keyword
1,,,,cn_log_did,,,,,,,rsa.misc.cn_log_did,,1,misc,cn_log_did,keyword
1,,,,cn_log_rid,,,,,,,rsa.misc.cn_log_rid,,1,misc,cn_log_rid,keyword
1,,,,cn_max_ttl,,,,,,,rsa.misc.cn_max_ttl,,1,misc,cn_max_ttl,keyword
1,,,,cn_maxpcktlen,,,,,,,rsa.misc.cn_maxpcktlen,,1,misc,cn_maxpcktlen,keyword
1,,,,cn_min_ttl,,,,,,,rsa.misc.cn_min_ttl,,1,misc,cn_min_ttl,keyword
1,,,,cn_minpcktlen,,,,,,,rsa.misc.cn_minpcktlen,,1,misc,cn_minpcktlen,keyword
1,,,,cn_mpls_lbl_1,,,,,,,rsa.misc.cn_mpls_lbl_1,,1,misc,cn_mpls_lbl_1,keyword
1,,,,cn_mpls_lbl_10,,,,,,,rsa.misc.cn_mpls_lbl_10,,1,misc,cn_mpls_lbl_10,keyword
1,,,,cn_mpls_lbl_2,,,,,,,rsa.misc.cn_mpls_lbl_2,,1,misc,cn_mpls_lbl_2,keyword
1,,,,cn_mpls_lbl_3,,,,,,,rsa.misc.cn_mpls_lbl_3,,1,misc,cn_mpls_lbl_3,keyword
1,,,,cn_mpls_lbl_4,,,,,,,rsa.misc.cn_mpls_lbl_4,,1,misc,cn_mpls_lbl_4,keyword
1,,,,cn_mpls_lbl_5,,,,,,,rsa.misc.cn_mpls_lbl_5,,1,misc,cn_mpls_lbl_5,keyword
1,,,,cn_mpls_lbl_6,,,,,,,rsa.misc.cn_mpls_lbl_6,,1,misc,cn_mpls_lbl_6,keyword
1,,,,cn_mpls_lbl_7,,,,,,,rsa.misc.cn_mpls_lbl_7,,1,misc,cn_mpls_lbl_7,keyword
1,,,,cn_mpls_lbl_8,,,,,,,rsa.misc.cn_mpls_lbl_8,,1,misc,cn_mpls_lbl_8,keyword
1,,,,cn_mpls_lbl_9,,,,,,,rsa.misc.cn_mpls_lbl_9,,1,misc,cn_mpls_lbl_9,keyword
1,,,,cn_mplstoplabel,,,,,,,rsa.misc.cn_mplstoplabel,,1,misc,cn_mplstoplabel,keyword
1,,,,cn_mplstoplabip,,,,,,,rsa.misc.cn_mplstoplabip,,1,misc,cn_mplstoplabip,keyword
1,,,,cn_mul_dst_byt,,,,,,,rsa.misc.cn_mul_dst_byt,,1,misc,cn_mul_dst_byt,keyword
1,,,,cn_mul_dst_pks,,,,,,,rsa.misc.cn_mul_dst_pks,,1,misc,cn_mul_dst_pks,keyword
1,,,,cn_muligmptype,,,,,,,rsa.misc.cn_muligmptype,,1,misc,cn_muligmptype,keyword
1,,,,cn_sampalgo,,,,,,,rsa.misc.cn_sampalgo,,1,misc,cn_sampalgo,keyword
1,,,,cn_sampint,,,,,,,rsa.misc.cn_sampint,,1,misc,cn_sampint,keyword
1,,,,cn_seqctr,,,,,,,rsa.misc.cn_seqctr,,1,misc,cn_seqctr,keyword
1,,,,cn_spackets,,,,,,,rsa.misc.cn_spackets,,1,misc,cn_spackets,keyword
1,,,,cn_src_tos,,,,,,,rsa.misc.cn_src_tos,,1,misc,cn_src_tos,keyword
1,,,,cn_src_vlan,,,,,,,rsa.misc.cn_src_vlan,,1,misc,cn_src_vlan,keyword
1,,,,cn_sysuptime,,,,,,,rsa.misc.cn_sysuptime,,1,misc,cn_sysuptime,keyword
1,,,,cn_template_id,,,,,,,rsa.misc.cn_template_id,,1,misc,cn_template_id,keyword
1,,,,cn_totbytsexp,,,,,,,rsa.misc.cn_totbytsexp,,1,misc,cn_totbytsexp,keyword
1,,,,cn_totflowexp,,,,,,,rsa.misc.cn_totflowexp,,1,misc,cn_totflowexp,keyword
1,,,,cn_totpcktsexp,,,,,,,rsa.misc.cn_totpcktsexp,,1,misc,cn_totpcktsexp,keyword
1,,,,cn_unixnanosecs,,,,,,,rsa.misc.cn_unixnanosecs,,1,misc,cn_unixnanosecs,keyword
1,,,,cn_v6flowlabel,,,,,,,rsa.misc.cn_v6flowlabel,,1,misc,cn_v6flowlabel,keyword
1,,,,cn_v6optheaders,,,,,,,rsa.misc.cn_v6optheaders,,1,misc,cn_v6optheaders,keyword
1,,,,comp_class,,,,,,,rsa.misc.comp_class,,1,misc,comp_class,keyword
1,,,,comp_name,,,,,,,rsa.misc.comp_name,,1,misc,comp_name,keyword
1,,,,comp_rbytes,,,,,,,rsa.misc.comp_rbytes,,1,misc,comp_rbytes,keyword
1,,,,comp_sbytes,,,,,,,rsa.misc.comp_sbytes,,1,misc,comp_sbytes,keyword
1,,,,connection_id,,,,,,,rsa.misc.connection_id,,1,misc,connection_id,keyword
1,,,,cpu_data,,,,,,,rsa.misc.cpu_data,,1,misc,cpu_data,keyword
1,,,,criticality,,,,,,,rsa.misc.criticality,,1,misc,criticality,keyword
1,,,,cs_agency_dst,,,,,,,rsa.misc.cs_agency_dst,,1,misc,cs_agency_dst,keyword
1,,,,cs_analyzedby,,,,,,,rsa.misc.cs_analyzedby,,1,misc,cs_analyzedby,keyword
1,,,,cs_av_other,,,,,,,rsa.misc.cs_av_other,,1,misc,cs_av_other,keyword
1,,,,cs_av_primary,,,,,,,rsa.misc.cs_av_primary,,1,misc,cs_av_primary,keyword
1,,,,cs_av_secondary,,,,,,,rsa.misc.cs_av_secondary,,1,misc,cs_av_secondary,keyword
1,,,,cs_bgpv6nxthop,,,,,,,rsa.misc.cs_bgpv6nxthop,,1,misc,cs_bgpv6nxthop,keyword
1,,,,cs_bit9status,,,,,,,rsa.misc.cs_bit9status,,1,misc,cs_bit9status,keyword
1,,,,cs_context,,,,,,,rsa.misc.cs_context,,1,misc,cs_context,keyword
1,,,,cs_control,,,,,,,rsa.misc.cs_control,,1,misc,cs_control,keyword
1,,,,cs_data,,,,,,,rsa.misc.cs_data,,1,misc,cs_data,keyword
1,,,,cs_datecret,,,,,,,rsa.misc.cs_datecret,,1,misc,cs_datecret,keyword
1,,,,cs_dst_tld,,,,,,,rsa.misc.cs_dst_tld,,1,misc,cs_dst_tld,keyword
1,,,,cs_eth_dst_ven,,,,,,,rsa.misc.cs_eth_dst_ven,,1,misc,cs_eth_dst_ven,keyword
1,,,,cs_eth_src_ven,,,,,,,rsa.misc.cs_eth_src_ven,,1,misc,cs_eth_src_ven,keyword
1,,,,cs_event_uuid,,,,,,,rsa.misc.cs_event_uuid,,1,misc,cs_event_uuid,keyword
1,,,,cs_filetype,,,,,,,rsa.misc.cs_filetype,,1,misc,cs_filetype,keyword
1,,,,cs_fld,,,,,,,rsa.misc.cs_fld,,1,misc,cs_fld,keyword
1,,,,cs_if_desc,,,,,,,rsa.misc.cs_if_desc,,1,misc,cs_if_desc,keyword
1,,,,cs_if_name,,,,,,,rsa.misc.cs_if_name,,1,misc,cs_if_name,keyword
1,,,,cs_ip_next_hop,,,,,,,rsa.misc.cs_ip_next_hop,,1,misc,cs_ip_next_hop,keyword
1,,,,cs_ipv4dstpre,,,,,,,rsa.misc.cs_ipv4dstpre,,1,misc,cs_ipv4dstpre,keyword
1,,,,cs_ipv4srcpre,,,,,,,rsa.misc.cs_ipv4srcpre,,1,misc,cs_ipv4srcpre,keyword
1,,,,cs_lifetime,,,,,,,rsa.misc.cs_lifetime,,1,misc,cs_lifetime,keyword
1,,,,cs_log_medium,,,,,,,rsa.misc.cs_log_medium,,1,misc,cs_log_medium,keyword
1,,,,cs_loginname,,,,,,,rsa.misc.cs_loginname,,1,misc,cs_loginname,keyword
1,,,,cs_modulescore,,,,,,,rsa.misc.cs_modulescore,,1,misc,cs_modulescore,keyword
1,,,,cs_modulesign,,,,,,,rsa.misc.cs_modulesign,,1,misc,cs_modulesign,keyword
1,,,,cs_opswatresult,,,,,,,rsa.misc.cs_opswatresult,,1,misc,cs_opswatresult,keyword
1,,,,cs_payload,,,,,,,rsa.misc.cs_payload,,1,misc,cs_payload,keyword
1,,,,cs_registrant,,,,,,,rsa.misc.cs_registrant,,1,misc,cs_registrant,keyword
1,,,,cs_registrar,,,,,,,rsa.misc.cs_registrar,,1,misc,cs_registrar,keyword
1,,,,cs_represult,,,,,,,rsa.misc.cs_represult,,1,misc,cs_represult,keyword
1,,,,cs_rpayload,,,,,,,rsa.misc.cs_rpayload,,1,misc,cs_rpayload,keyword
1,,,,cs_sampler_name,,,,,,,rsa.misc.cs_sampler_name,,1,misc,cs_sampler_name,keyword
1,,,,cs_sourcemodule,,,,,,,rsa.misc.cs_sourcemodule,,1,misc,cs_sourcemodule,keyword
1,,,,cs_streams,,,,,,,rsa.misc.cs_streams,,1,misc,cs_streams,keyword
1,,,,cs_targetmodule,,,,,,,rsa.misc.cs_targetmodule,,1,misc,cs_targetmodule,keyword
1,,,,cs_v6nxthop,,,,,,,rsa.misc.cs_v6nxthop,,1,misc,cs_v6nxthop,keyword
1,,,,cs_whois_server,,,,,,,rsa.misc.cs_whois_server,,1,misc,cs_whois_server,keyword
1,,,,cs_yararesult,,,,,,,rsa.misc.cs_yararesult,,1,misc,cs_yararesult,keyword
1,,,,description,,,,,,,rsa.misc.description,,1,misc,description,keyword
1,,,,devvendor,,,,,,,rsa.misc.devvendor,,1,misc,devvendor,keyword
1,,,,distance,,,,,,,rsa.misc.distance,,1,misc,distance,keyword
1,,,,dns_cname_record,,,,,,,rsa.network.dns_cname_record,,1,network,dns_cname_record,keyword
1,,,,dns_id,,,,,,,rsa.network.dns_id,,1,network,dns_id,keyword
1,,,,dns_opcode,,,,,,,rsa.network.dns_opcode,,1,network,dns_opcode,keyword
1,,,,dns_resp,,,,,,,rsa.network.dns_resp,,1,network,dns_resp,keyword
1,,,,dns_type,,,,,,,rsa.network.dns_type,,1,network,dns_type,keyword
1,,,,domain1,,,,,,,rsa.network.domain1,,1,network,domain1,keyword
1,,,,dstburb,,,,,,,rsa.misc.dstburb,,1,misc,dstburb,keyword
1,,,,edomain,,,,,,,rsa.misc.edomain,,1,misc,edomain,keyword
1,,,,edomaub,,,,,,,rsa.misc.edomaub,,1,misc,edomaub,keyword
1,,,,euid,,,,,,,rsa.misc.euid,,1,misc,euid,keyword
1,,,,event_time_str,,,,,,,rsa.time.event_time_str,,1,time,event_time_str,keyword
1,,,,eventtime,,,,,,,rsa.time.eventtime,,1,time,eventtime,keyword
1,,,,facility,,,,,,,rsa.misc.facility,,1,misc,facility,keyword
1,,,,filename_tmp,,,,,,,rsa.file.filename_tmp,,1,file,filename_tmp,keyword
1,,,,finterface,,,,,,,rsa.misc.finterface,,1,misc,finterface,keyword
1,,,,flags,,,,,,,rsa.misc.flags,,1,misc,flags,keyword
1,,,,gaddr,,,,,,,rsa.misc.gaddr,,1,misc,gaddr,keyword
1,,,,gmtdate,,,,,,,rsa.time.gmtdate,,1,time,gmtdate,keyword
1,,,,gmttime,,,,,,,rsa.time.gmttime,,1,time,gmttime,keyword
1,,,,host.type,,,,,,,rsa.network.host_type,,1,network,host_type,keyword
1,,,,https.insact,,,,,,,rsa.crypto.https_insact,,1,crypto,https_insact,keyword
1,,,,https.valid,,,,,,,rsa.crypto.https_valid,,1,crypto,https_valid,keyword
1,,,,id3,,,,,,,rsa.misc.id3,,1,misc,id3,keyword
1,,,,im_buddyname,,,,,,,rsa.misc.im_buddyname,,1,misc,im_buddyname,keyword
1,,,,im_croomid,,,,,,,rsa.misc.im_croomid,,1,misc,im_croomid,keyword
1,,,,im_croomtype,,,,,,,rsa.misc.im_croomtype,,1,misc,im_croomtype,keyword
1,,,,im_members,,,,,,,rsa.misc.im_members,,1,misc,im_members,keyword
1,,,,im_username,,,,,,,rsa.misc.im_username,,1,misc,im_username,keyword
1,,,,ipkt,,,,,,,rsa.misc.ipkt,,1,misc,ipkt,keyword
1,,,,ipscat,,,,,,,rsa.misc.ipscat,,1,misc,ipscat,keyword
1,,,,ipspri,,,,,,,rsa.misc.ipspri,,1,misc,ipspri,keyword
1,,,,latitude,,,,,,,rsa.misc.latitude,,1,misc,latitude,keyword
1,,,,linenum,,,,,,,rsa.misc.linenum,,1,misc,linenum,keyword
1,,,,list_name,,,,,,,rsa.misc.list_name,,1,misc,list_name,keyword
1,,,,load_data,,,,,,,rsa.misc.load_data,,1,misc,load_data,keyword
1,,,,location_floor,,,,,,,rsa.misc.location_floor,,1,misc,location_floor,keyword
1,,,,location_mark,,,,,,,rsa.misc.location_mark,,1,misc,location_mark,keyword
1,,,,log_id,,,,,,,rsa.misc.log_id,,1,misc,log_id,keyword
1,,,,log_type,,,,,,,rsa.misc.log_type,,1,misc,log_type,keyword
1,,,,logid,,,,,,,rsa.misc.logid,,1,misc,logid,keyword
1,,,,logip,,,,,,,rsa.misc.logip,,1,misc,logip,keyword
1,,,,logname,,,,,,,rsa.misc.logname,,1,misc,logname,keyword
1,,,,longitude,,,,,,,rsa.misc.longitude,,1,misc,longitude,keyword
1,,,,lport,,,,,,,rsa.misc.lport,,1,misc,lport,keyword
1,,,,mbug_data,,,,,,,rsa.misc.mbug_data,,1,misc,mbug_data,keyword
1,,,,misc_name,,,,,,,rsa.misc.misc_name,,1,misc,misc_name,keyword
1,,,,msg_type,,,,,,,rsa.misc.msg_type,,1,misc,msg_type,keyword
1,,,,msgid,,,,,,,rsa.misc.msgid,,1,misc,msgid,keyword
1,,,,netsessid,,,,,,,rsa.misc.netsessid,,1,misc,netsessid,keyword
1,,,,num,,,,,,,rsa.misc.num,,1,misc,num,keyword
1,,,,number1,,,,,,,rsa.misc.number1,,1,misc,number1,keyword
1,,,,number2,,,,,,,rsa.misc.number2,,1,misc,number2,keyword
1,,,,nwwn,,,,,,,rsa.misc.nwwn,,1,misc,nwwn,keyword
1,,,,object,,,,,,,rsa.misc.object,,1,misc,object,keyword
1,,,,operation,,,,,,,rsa.misc.operation,,1,misc,operation,keyword
1,,,,opkt,,,,,,,rsa.misc.opkt,,1,misc,opkt,keyword
1,,,,orig_from,,,,,,,rsa.misc.orig_from,,1,misc,orig_from,keyword
1,,,,owner_id,,,,,,,rsa.misc.owner_id,,1,misc,owner_id,keyword
1,,,,p_action,,,,,,,rsa.misc.p_action,,1,misc,p_action,keyword
1,,,,p_date,,,,,,,rsa.time.p_date,,1,time,p_date,keyword
1,,,,p_filter,,,,,,,rsa.misc.p_filter,,1,misc,p_filter,keyword
1,,,,p_group_object,,,,,,,rsa.misc.p_group_object,,1,misc,p_group_object,keyword
1,,,,p_id,,,,,,,rsa.misc.p_id,,1,misc,p_id,keyword
1,,,,p_month,,,,,,,rsa.time.p_month,,1,time,p_month,keyword
1,,,,p_msgid1,,,,,,,rsa.misc.p_msgid1,,1,misc,p_msgid1,keyword
1,,,,p_msgid2,,,,,,,rsa.misc.p_msgid2,,1,misc,p_msgid2,keyword
1,,,,p_result1,,,,,,,rsa.misc.p_result1,,1,misc,p_result1,keyword
1,,,,p_time,,,,,,,rsa.time.p_time,,1,time,p_time,keyword
1,,,,p_time2,,,,,,,rsa.time.p_time2,,1,time,p_time2,keyword
1,,,,p_url,,,,,,,rsa.web.p_url,,1,web,p_url,keyword
1,,,,p_user_agent,,,,,,,rsa.web.p_user_agent,,1,web,p_user_agent,keyword
1,,,,p_web_cookie,,,,,,,rsa.web.p_web_cookie,,1,web,p_web_cookie,keyword
1,,,,p_web_method,,,,,,,rsa.web.p_web_method,,1,web,p_web_method,keyword
1,,,,p_web_referer,,,,,,,rsa.web.p_web_referer,,1,web,p_web_referer,keyword
1,,,,p_year,,,,,,,rsa.time.p_year,,1,time,p_year,keyword
1,,,,packet_length,,,,,,,rsa.network.packet_length,,1,network,packet_length,keyword
1,,,,password_chg,,,,,,,rsa.misc.password_chg,,1,misc,password_chg,keyword
1,,,,password_expire,,,,,,,rsa.misc.password_expire,,1,misc,password_expire,keyword
1,,,,permgranted,,,,,,,rsa.misc.permgranted,,1,misc,permgranted,keyword
1,,,,permwanted,,,,,,,rsa.misc.permwanted,,1,misc,permwanted,keyword
1,,,,pgid,,,,,,,rsa.misc.pgid,,1,misc,pgid,keyword
1,,,,policyUUID,,,,,,,rsa.misc.policyUUID,,1,misc,policyUUID,keyword
1,,,,prog_asp_num,,,,,,,rsa.misc.prog_asp_num,,1,misc,prog_asp_num,keyword
1,,,,program,,,,,,,rsa.misc.program,,1,misc,program,keyword
1,,,,real_data,,,,,,,rsa.misc.real_data,,1,misc,real_data,keyword
1,,,,rec_asp_device,,,,,,,rsa.misc.rec_asp_device,,1,misc,rec_asp_device,keyword
1,,,,rec_asp_num,,,,,,,rsa.misc.rec_asp_num,,1,misc,rec_asp_num,keyword
1,,,,rec_library,,,,,,,rsa.misc.rec_library,,1,misc,rec_library,keyword
1,,,,recordnum,,,,,,,rsa.misc.recordnum,,1,misc,recordnum,keyword
1,,,,result_code,,,,,,,rsa.misc.result_code,,1,misc,result_code,keyword
1,,,,ruid,,,,,,,rsa.misc.ruid,,1,misc,ruid,keyword
